mls_number,price,address,above_grade_bedrooms,below_grade_bedrooms,bathrooms,community_name,land_size,annual_prop_tax
W5915227,"$2,388,000","10 SAPLING CRT
Toronto, Ontario M9C1K9","Above Grade
4",,"Total
4","Community Name
Markland Wood","Land Size
38.85 x 134.75 FT ; Irregualer Lot 129 Ft Wide At Rear","Annual Property Taxes
$6,414.12"
W5915223,"$4,899,000","18 SAINT GEORGE'S RD
Toronto, Ontario M9A3T1","Above Grade
4","Below Grade
1","Total
7","Community Name
Edenbridge-Humber Valley","Land Size
60 x 142 FT ; Rear 65 Ft & West 118 Ft (Pie Lot)","Annual Property Taxes
$14,957.85"
W5915121,"$799,900","53 LASKAY CRES
Toronto, Ontario M3N1P2","Above Grade
4",,"Total
2","Community Name
Black Creek","Land Size
27.09 x 118.08 FT","Annual Property Taxes
$2,717.31"
W5915049,"$999,000","123 PRISCILLA AVE
Toronto, Ontario M6S3W4","Above Grade
2","Below Grade
1","Total
2","Community Name
Runnymede-Bloor West Village","Land Size
25 x 100 FT","Annual Property Taxes
$4,410.89"
W5915001,"$1,398,000","9 BOREAL RD
Toronto, Ontario M9C2E9","Above Grade
3","Below Grade
2","Total
3","Community Name
Etobicoke West Mall","Land Size
55 x 100 FT","Annual Property Taxes
$4,196.04"
W5914979,"$1,499,900","9 JENNIFER CRT
Toronto, Ontario M3M2T6","Above Grade
3","Below Grade
2","Total
4","Community Name
Downsview-Roding-CFB","Land Size
50 x 119 FT","Annual Property Taxes
$4,221.32"
W5914891,"$1,775,000","41 ST. PHILLIPS RD
Toronto, Ontario M9P2N7","Above Grade
4",,"Total
5","Community Name
Humber Heights","Land Size
41.06 x 128.29 FT ; Irregular","Annual Property Taxes
$6,401.48"
W5914895,"$999,000","200A LANSDOWNE AVE
Toronto, Ontario M6K2V9","Above Grade
2","Below Grade
1","Total
3","Community Name
Roncesvalles","Land Size
14 x 83 FT","Annual Property Taxes
$3,513.55"
W5914853,"$1,899,000","166 KANE AVE
Toronto, Ontario M6M3N5","Above Grade
3",,"Total
4","Community Name
Keelesdale-Eglinton West","Land Size
27.31 x 100 FT","Annual Property Taxes
$2,717.31"
E5915239,"$2,599,000","4 CONDOR AVE
Toronto, Ontario M4J3M6","Above Grade
4",,"Total
4","Community Name
Blake-Jones","Land Size
25 x 107 FT","Annual Property Taxes
$4,354.02"
E5914897,"$1,299,000","159 SPRINGDALE BLVD
Toronto, Ontario M4C1Z6","Above Grade
3",,"Total
2","Community Name
Danforth Village-East York","Land Size
17.58 x 104.47 FT","Annual Property Taxes
$4,082.59"
E5914911,"$1,649,000","268 ASHDALE AVE
Toronto, Ontario M4L2Y9","Above Grade
4","Below Grade
1","Total
3","Community Name
Greenwood-Coxwell","Land Size
18.24 x 98.13 FT","Annual Property Taxes
$4,780"
E5914803,"$699,000","25 LADY BOWER CRES
Toronto, Ontario M1B4R3","Above Grade
2","Below Grade
1","Total
2","Community Name
Malvern","Land Size
19.68 x 104.98 FT","Annual Property Taxes
$2,237.04"
C5915123,"$4,680,000","1 BLAINE DR
Toronto, Ontario M3B2G3","Above Grade
5","Below Grade
1","Total
6","Community Name
Banbury-Don Mills","Land Size
68.2 x 142 FT ; Wider Along Back","Annual Property Taxes
$17,782.59"
C5915073,"$1,649,000","31 MARKHAM ST
Toronto, Ontario M6J2G3","Above Grade
3","Below Grade
1","Total
2","Community Name
Trinity-Bellwoods","Land Size
54 x 19 FT","Annual Property Taxes
$7,200.27"
C5915045,"$999,000","81 GREENWIN VILLAGE RD
Toronto, Ontario M2R2S3","Above Grade
4","Below Grade
2","Total
3","Community Name
Newtonbrook West","Land Size
30.41 x 124.7 FT","Annual Property Taxes
$3,769.90"
C5914885,"$3,995,000","115 WALNUT AVE
Toronto, Ontario M5V2S1","Above Grade
3",,"Total
3","Community Name
Niagara","Land Size
34.15 x 85 FT ; Narrows At Rear","Annual Property Taxes
$29,107.90"
C5914905,"$6,400,000","1 THE BRIDLE PATH
Toronto, Ontario M2L1C9","Above Grade
4",,"Total
4","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
101.64 x 143.58 FT","Annual Property Taxes
$25,277.32"
C5914845,"$3,488,000","42 LARKFIELD DR
Toronto, Ontario M3B2H1","Above Grade
4","Below Grade
2","Total
5","Community Name
Banbury-Don Mills","Land Size
81.07 x 117.42 FT ; Widen 81Ft Frt Lot-Prof Landscaped:Irreg","Annual Property Taxes
$15,248.54"
C5914833,"$1,195,000","112 DOLLERY COURT CRT
Toronto, Ontario M2R3P1","Above Grade
3","Below Grade
2","Total
4","Community Name
Westminster-Branson","Land Size
30 x 118 FT","Annual Property Taxes
$4,100"
40376991,"$1,195,000","112 DOLLERY Court
Toronto, Ontario M2R3P1","Above Grade
3","Below Grade
2","Total
1",,"Land Size
under 1/2 acre",
E5914689,"$2,179,000","43 DEVONRIDGE CRES
Toronto, Ontario M1C5A5","Above Grade
5","Below Grade
1","Total
4","Community Name
Highland Creek","Land Size
50.72 x 140.49 FT","Annual Property Taxes
$7,118.30"
C5914645,"$1,589,999","426 MONTROSE AVE
Toronto, Ontario M6G3H1","Above Grade
3",,"Total
3","Community Name
Palmerston-Little Italy","Land Size
15 x 88 FT","Annual Property Taxes
$5,823.27"
C5914669,"$3,899,000","235 FLORENCE AVE
Toronto, Ontario M2N1G7","Above Grade
4","Below Grade
1","Total
7","Community Name
Lansing-Westgate","Land Size
40 x 128.92 FT","Annual Property Taxes
$6,800"
C5914489,"$890,000","97 CAIRNSIDE CRES
Toronto, Ontario M2J3M9","Above Grade
4","Below Grade
2","Total
3","Community Name
Pleasant View","Land Size
30 x 120 FT","Annual Property Taxes
$4,417.21"
W5914555,"$1,139,999","33 GAMBELLO CRES
Toronto, Ontario M3J1W2","Above Grade
2","Below Grade
1","Total
2","Community Name
York University Heights","Land Size
49.48 x 111.11 FT","Annual Property Taxes
$3,279.73"
C5914443,"$988,000","15 CLEMATIS RD
Toronto, Ontario M2J4X1","Above Grade
3",,"Total
2","Community Name
Pleasant View","Land Size
28.65 x 85.21 FT ; Irregular(South:23.06Ft, East:66.92Ft)","Annual Property Taxes
$3,753.68"
W5914289,"$1,159,000","#TORONTO -8 HANDEL ST
Toronto, Ontario M6N4G1","Above Grade
3",,"Total
2","Community Name
Rockcliffe-Smythe","Land Size
30 x 115 FT","Annual Property Taxes
$3,292.37"
C5914385,"$3,899,000","462 ST GERMAIN AVE
Toronto, Ontario M5M1X1","Above Grade
4",,"Total
5","Community Name
Bedford Park-Nortown","Land Size
25 x 150 FT","Annual Property Taxes
$7,918.12"
W5914279,"$1,499,000","562 CLENDENAN AVE
Toronto, Ontario M6P2Y1","Above Grade
5",,"Total
3","Community Name
Junction Area","Land Size
25 x 101.83 FT ; As Per Mpac. Rear 24.81 Ft","Annual Property Taxes
$4,815.33"
W5914149,"$1,795,000","195 OAKMOUNT RD
Toronto, Ontario M6P2N1","Above Grade
3",,"Total
4","Community Name
High Park North","Land Size
28.36 x 360.02 FT ; 14,741 Sqft (Approx) Lot Runs Along Lith","Annual Property Taxes
$9,510.66"
C5914193,"$6,795,000","94 BINSCARTH RD
Toronto, Ontario M4W1Y4","Above Grade
5","Below Grade
1","Total
5","Community Name
Rosedale-Moore Park","Land Size
53.74 x 122.16 FT ; See Survey","Annual Property Taxes
$19,482.40"
E5913967,"$2,550,000","121 LANGLEY AVE
Toronto, Ontario M4K1B6","Above Grade
4",,"Total
5","Community Name
North Riverdale","Land Size
17.5 x 103 FT","Annual Property Taxes
$6,211.90"
E5913975,"$1,349,900","326 MAIN ST
Toronto, Ontario M4C4X7","Above Grade
3","Below Grade
3","Total
2","Community Name
East End-Danforth","Land Size
25 x 116 FT","Annual Property Taxes
$4,145"
C5913865,"$4,195,000","155 YONGE BLVD
Toronto, Ontario M5M3H3","Above Grade
4",,"Total
5","Community Name
Bedford Park-Nortown","Land Size
50 x 140.22 FT","Annual Property Taxes
$14,919.90"
C5913733,"$1,500,000","471B NORTHCLIFFE BLVD
Toronto, Ontario M6E3L4","Above Grade
3","Below Grade
1","Total
3","Community Name
Oakwood Village","Land Size
22 x 122 FT ; Irregular","Annual Property Taxes
$4,493.04"
W5913635,"$916,000","3585 EGLINTON AVE W
Toronto, Ontario M6M1V7","Above Grade
2","Below Grade
1","Total
2","Community Name
Mount Dennis","Land Size
25 x 193.14 FT","Annual Property Taxes
$2,500"
E5913645,"$1,449,000","15 A MEDFORD AVE
Toronto, Ontario M1L4G1","Above Grade
3","Below Grade
1","Total
3","Community Name
Oakridge","Land Size
40 x 118 FT ; Buyer Agent To Verify Lot Size","Annual Property Taxes
$3,228.78"
E5913547,"$849,900","86 CRAIGLEE DR
Toronto, Ontario M1N2M5","Above Grade
2",,"Total
1","Community Name
Birchcliffe-Cliffside","Land Size
29.99 x 130 FT","Annual Property Taxes
$3,147.03"
C5913371,"$1,999,886","161 HILLMOUNT AVE
Toronto, Ontario M6B1X9","Above Grade
3","Below Grade
1","Total
2","Community Name
Englemount-Lawrence","Land Size
45 x 140 FT","Annual Property Taxes
$5,845"
W5913239,"$1,488,800","24 ASH CRES
Toronto, Ontario M8W1E3","Above Grade
3",,"Total
2","Community Name
Long Branch","Land Size
40.06 x 103.44 FT","Annual Property Taxes
$4,657.34"
W5913131,"$1,699,900","160 FRED YOUNG DR
Toronto, Ontario M3L0A6","Above Grade
4","Below Grade
2","Total
4","Community Name
Downsview-Roding-CFB","Land Size
40.39 x 100.89 FT ; 99.51 Ft At Right Side Across The Rear","Annual Property Taxes
$5,440.95"
E5912873,"$2,788,000","211 B WHEELER AVE
Toronto, Ontario M4L3V7","Above Grade
4",,"Total
5","Community Name
The Beaches","Land Size
21 x 101.9 FT","Annual Property Taxes
$0"
C5913153,"$1,989,800","483 ONTARIO ST
Toronto, Ontario M4X1M6","Above Grade
4",,"Total
3","Community Name
Cabbagetown-South St. James Town","Land Size
25 x 110 FT","Annual Property Taxes
$7,930.76"
C5912927,"$18,500,000","101 OLD COLONY RD
Toronto, Ontario M2L2K3","Above Grade
5","Below Grade
1","Total
10","Community Name
St. Andrew-Windfields","Land Size
110 x 273.87 FT ; As Per Survey","Annual Property Taxes
$54,706.44"
C5912903,"$3,598,000","296 HILLCREST AVE
Toronto, Ontario M2N3P4","Above Grade
5","Below Grade
3","Total
6","Community Name
Willowdale East","Land Size
50 x 133 FT","Annual Property Taxes
$13,826.70"
W5912581,"$1,099,000","32 CONAMORE CRES
Toronto, Ontario M3J1H3","Above Grade
3","Below Grade
3","Total
3","Community Name
York University Heights","Land Size
50.25 x 119.06 FT","Annual Property Taxes
$3,804.23"
W5912361,"$1,298,000","1610 WESTON RD
Toronto, Ontario M9N1T9","Above Grade
3","Below Grade
1","Total
3","Community Name
Weston","Land Size
27.21 x 109 FT","Annual Property Taxes
$2,382"
W5912341,"$1,649,000","1608 WESTON RD
Toronto, Ontario M9N1T9","Above Grade
1","Below Grade
1","Total
4","Community Name
Weston","Land Size
27.2 x 120.4 FT","Annual Property Taxes
$6,800"
E5912731,"$1,695,000","80 WESTWOOD AVE
Toronto, Ontario M4K2A8","Above Grade
3",,"Total
3","Community Name
Broadview North","Land Size
30 x 110 FT","Annual Property Taxes
$5,257.68"
E5912643,"$1,750,000","1 HAREWOOD AVE
Toronto, Ontario M1M2R1","Above Grade
4","Below Grade
2","Total
2","Community Name
Cliffcrest","Land Size
46.96 x 87 FT ; Irregular","Annual Property Taxes
$6,034.96"
E5912383,"$2,940,000","68 HAIG AVE
Toronto, Ontario M1N2W1","Above Grade
5",,"Total
7","Community Name
Birchcliffe-Cliffside","Land Size
28.5 x 92.41 FT","Annual Property Taxes
$4,019.09"
W5912137,"$1,449,000","35 ROWNTREE AVE
Toronto, Ontario M6N1R6","Above Grade
3","Below Grade
1","Total
4","Community Name
Weston-Pellam Park","Land Size
25 x 120 FT","Annual Property Taxes
$3,418.76"
C5912123,"$5,980,000","16 HARLINGTON RD
Toronto, Ontario M3B3G4","Above Grade
4","Below Grade
1","Total
7","Community Name
Banbury-Don Mills","Land Size
60.08 x 120.15 FT","Annual Property Taxes
$22,060.70"
E5912013,"$1,199,988","3 WILEY AVE
Toronto, Ontario M4J3W3","Above Grade
2",,"Total
1","Community Name
Danforth Village-East York","Land Size
20.01 x 90.5 FT","Annual Property Taxes
$4,090"
C5911953,"$1,190,000","37 NORTHEY DR
Toronto, Ontario M2L2S8","Above Grade
3","Below Grade
2","Total
3","Community Name
St. Andrew-Windfields","Land Size
29.93 x 149.47 FT","Annual Property Taxes
$5,080.75"
E5911699,"$1,180,000","38 BY-PASS CRT
Toronto, Ontario M1T1L1","Above Grade
3","Below Grade
2","Total
3","Community Name
Tam O'Shanter-Sullivan","Land Size
50 x 118 FT","Annual Property Taxes
$4,177"
C5911599,"$16,880,000","61 THE BRIDLE PATH
Toronto, Ontario M3B2B2","Above Grade
3","Below Grade
3","Total
10","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
280.88 x 305.5 FT|2 - 4.99 acres","Annual Property Taxes
$55,736.49"
C5911573,"$23,800,000","11 HIGH POINT RD
Toronto, Ontario M3B2A3","Above Grade
9","Below Grade
4","Total
14","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
283.92 x 367.57 FT ; As Per Survey|2 - 4.99 acres","Annual Property Taxes
$68,311.96"
W5911375,"$2,250,000","478B VALERMO DR
Toronto, Ontario M8W2M7","Above Grade
3",,"Total
4","Community Name
Alderwood","Land Size
25 x 107 FT","Annual Property Taxes
$5,775"
E5911499,"$1,975,000","57 MARTINDALE RD
Toronto, Ontario M1M2B9","Above Grade
4",,"Total
4","Community Name
Cliffcrest","Land Size
52 x 150 FT","Annual Property Taxes
$6,104.47"
E5911477,"$1,499,000","9 BRAMBER DR
Toronto, Ontario M1C1N3","Above Grade
3","Below Grade
1","Total
3","Community Name
Highland Creek","Land Size
67.45 x 212 FT","Annual Property Taxes
$4,651"
E5911483,"$1,299,000","67 KELSONIA AVE
Toronto, Ontario M1M1B2","Above Grade
2","Below Grade
1","Total
1","Community Name
Cliffcrest","Land Size
50 x 125 FT","Annual Property Taxes
$5,388"
E5911433,"$1,888,000","14 WESTBROOK AVE
Toronto, Ontario M4C2G2","Above Grade
3","Below Grade
1","Total
4","Community Name
East York","Land Size
25 x 100.13 FT","Annual Property Taxes
$3,652.57"
C5911415,"$2,999,999","20 AVERDON CRES
Toronto, Ontario M3A1P5","Above Grade
4","Below Grade
1","Total
5","Community Name
Parkwoods-Donalda","Land Size
60 x 110.21 FT","Annual Property Taxes
$4,541.59"
W5910819,"$999,000","22 BRUBECK RD
Toronto, Ontario M9M1W7","Above Grade
3","Below Grade
1","Total
2","Community Name
Humbermede","Land Size
30.15 x 120 FT","Annual Property Taxes
$2,816.70"
E5910809,"$978,900","59 BINSWOOD AVE
Toronto, Ontario M4C3N8","Above Grade
2","Below Grade
1","Total
2","Community Name
East York","Land Size
36 x 95.7 FT","Annual Property Taxes
$3,538.82"
E5899627,"$849,900","54 HOMESTEAD RD
Toronto, Ontario M1E3R9","Above Grade
2","Below Grade
1","Total
2","Community Name
West Hill","Land Size
50.08 x 149.5 FT","Annual Property Taxes
$2,793.14"
C5911177,"$4,488,000","260 JOHNSTON AVE
Toronto, Ontario M2N1H6","Above Grade
4","Below Grade
1","Total
6","Community Name
Lansing-Westgate","Land Size
50 x 130 FT","Annual Property Taxes
$11,158.68"
C5911041,"$1,499,000","213 BROADWAY AVE
Toronto, Ontario M4P1W1","Above Grade
2","Below Grade
1","Total
2","Community Name
Mount Pleasant East","Land Size
25 x 95 FT","Annual Property Taxes
$4,910.12"
C5910949,"$1,495,000","21 LATIMER AVE
Toronto, Ontario M5N2M1","Above Grade
2","Below Grade
2","Total
2","Community Name
Lawrence Park South","Land Size
25 x 110 FT","Annual Property Taxes
$5,377.75"
W5910775,"$2,699,000","4684B DUNDAS ST W
Toronto, Ontario M9A1A6","Above Grade
6",,"Total
4","Community Name
Edenbridge-Humber Valley","Land Size
32.51 x 160.01 FT","Annual Property Taxes
$8,126.66"
W5910685,"$2,600,000","91 HUMBERCREST BLVD
Toronto, Ontario M6S4L2","Above Grade
4",,"Total
3","Community Name
Lambton Baby Point","Land Size
42 x 173 FT","Annual Property Taxes
$8,903.93"
W5910611,"$888,888","65 PEARLDALE AVE
Toronto, Ontario M9L2H2","Above Grade
4",,"Total
3","Community Name
Humber Summit","Land Size
32 x 140.26 FT","Annual Property Taxes
$2,919.53"
W5910517,"$1,559,000","1545 ISLINGTON AVE
Toronto, Ontario M9A3M3","Above Grade
3",,"Total
3","Community Name
Edenbridge-Humber Valley","Land Size
70.68 x 120.03 FT ; 95.13 Ft X 70.68 Ft X 120.03 Ft X 74.94","Annual Property Taxes
$5,763.22"
E5910673,"$1,350,000","374 O'CONNOR DR
Toronto, Ontario M4J2V7","Above Grade
6","Below Grade
2","Total
2","Community Name
O'Connor-Parkview","Land Size
30.04 x 100.14 FT","Annual Property Taxes
$3,715.20"
E5910613,"$1,749,000","2345 QUEEN ST E
Toronto, Ontario M4E1H2","Above Grade
2",,"Total
2","Community Name
The Beaches","Land Size
26.1 x 138 FT","Annual Property Taxes
$18,607.78"
E5910447,"$1,450,000","31 STATESMAN SQ
Toronto, Ontario M1S4H7","Above Grade
4","Below Grade
1","Total
4","Community Name
Agincourt North","Land Size
45.13 x 113.33 FT","Annual Property Taxes
$4,688.95"
C5910741,"$4,788,000","73 HEATHVIEW AVE
Toronto, Ontario M2K2C3","Above Grade
4","Below Grade
1","Total
8","Community Name
Bayview Village","Land Size
50 x 120 FT","Annual Property Taxes
$15,228.60"
C5910561,"$8,380,000","148 HIGHLAND CRES
Toronto, Ontario M2L1H3","Above Grade
5","Below Grade
1","Total
7","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
80 x 145 FT","Annual Property Taxes
$27,179.44"
W5910221,"$2,277,000","32 ANGLESEY BLVD
Toronto, Ontario M9A3B5","Above Grade
3",,"Total
3","Community Name
Edenbridge-Humber Valley","Land Size
70.07 x 202 FT ; 70.07 X 202.71W X 39.5 R X 185.20 E","Annual Property Taxes
$7,102.92"
W5910157,"$1,199,000","154 KATHERINE RD
Toronto, Ontario M3K1J7","Above Grade
3",,"Total
1","Community Name
Downsview-Roding-CFB","Land Size
43.7 x 132.03 FT ; Irregular","Annual Property Taxes
$3,955.91"
W5910015,"$869,999","139 PRISCILLA AVE
Toronto, Ontario M6S3W4","Above Grade
2","Below Grade
1","Total
2","Community Name
Runnymede-Bloor West Village","Land Size
25 x 100 FT ; Right Of Way, Driveway","Annual Property Taxes
$4,328.70"
W5910039,"$1,695,000","634 BROCK AVE
Toronto, Ontario M6H3P2","Above Grade
3",,"Total
2","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
16.34 x 107 FT","Annual Property Taxes
$4,189.71"
E5910293,"$1,989,000","33 WALLINGTON AVE
Toronto, Ontario M4C2M7","Above Grade
4",,"Total
4","Community Name
Woodbine-Lumsden","Land Size
25 x 100 FT","Annual Property Taxes
$0"
E5910211,"$1,380,000","33 SANDYHOOK SQ
Toronto, Ontario M1W3N6","Above Grade
3","Below Grade
1","Total
4","Community Name
Steeles","Land Size
26 x 110 FT","Annual Property Taxes
$4,391.93"
C5910229,"$7,600,000","21 MASON BLVD
Toronto, Ontario M5M3C6","Above Grade
5","Below Grade
2","Total
8","Community Name
Bedford Park-Nortown","Land Size
180.17 x 283.25 FT ; Irregular Lot, Refer To Survey|1/2 - 1.99 acres","Annual Property Taxes
$26,408.40"
E5912873,"$2,788,000","211 B WHEELER AVE
Toronto, Ontario M4L3V7","Above Grade
4",,"Total
5","Community Name
The Beaches","Land Size
21 x 101.9 FT","Annual Property Taxes
$0"
C5913153,"$1,989,800","483 ONTARIO ST
Toronto, Ontario M4X1M6","Above Grade
4",,"Total
3","Community Name
Cabbagetown-South St. James Town","Land Size
25 x 110 FT","Annual Property Taxes
$7,930.76"
C5912927,"$18,500,000","101 OLD COLONY RD
Toronto, Ontario M2L2K3","Above Grade
5","Below Grade
1","Total
10","Community Name
St. Andrew-Windfields","Land Size
110 x 273.87 FT ; As Per Survey","Annual Property Taxes
$54,706.44"
C5912903,"$3,598,000","296 HILLCREST AVE
Toronto, Ontario M2N3P4","Above Grade
5","Below Grade
3","Total
6","Community Name
Willowdale East","Land Size
50 x 133 FT","Annual Property Taxes
$13,826.70"
W5912581,"$1,099,000","32 CONAMORE CRES
Toronto, Ontario M3J1H3","Above Grade
3","Below Grade
3","Total
3","Community Name
York University Heights","Land Size
50.25 x 119.06 FT","Annual Property Taxes
$3,804.23"
W5912361,"$1,298,000","1610 WESTON RD
Toronto, Ontario M9N1T9","Above Grade
3","Below Grade
1","Total
3","Community Name
Weston","Land Size
27.21 x 109 FT","Annual Property Taxes
$2,382"
W5912341,"$1,649,000","1608 WESTON RD
Toronto, Ontario M9N1T9","Above Grade
1","Below Grade
1","Total
4","Community Name
Weston","Land Size
27.2 x 120.4 FT","Annual Property Taxes
$6,800"
E5912731,"$1,695,000","80 WESTWOOD AVE
Toronto, Ontario M4K2A8","Above Grade
3",,"Total
3","Community Name
Broadview North","Land Size
30 x 110 FT","Annual Property Taxes
$5,257.68"
E5912643,"$1,750,000","1 HAREWOOD AVE
Toronto, Ontario M1M2R1","Above Grade
4","Below Grade
2","Total
2","Community Name
Cliffcrest","Land Size
46.96 x 87 FT ; Irregular","Annual Property Taxes
$6,034.96"
E5912383,"$2,940,000","68 HAIG AVE
Toronto, Ontario M1N2W1","Above Grade
5",,"Total
7","Community Name
Birchcliffe-Cliffside","Land Size
28.5 x 92.41 FT","Annual Property Taxes
$4,019.09"
W5912137,"$1,449,000","35 ROWNTREE AVE
Toronto, Ontario M6N1R6","Above Grade
3","Below Grade
1","Total
4","Community Name
Weston-Pellam Park","Land Size
25 x 120 FT","Annual Property Taxes
$3,418.76"
C5912123,"$5,980,000","16 HARLINGTON RD
Toronto, Ontario M3B3G4","Above Grade
4","Below Grade
1","Total
7","Community Name
Banbury-Don Mills","Land Size
60.08 x 120.15 FT","Annual Property Taxes
$22,060.70"
E5912013,"$1,199,988","3 WILEY AVE
Toronto, Ontario M4J3W3","Above Grade
2",,"Total
1","Community Name
Danforth Village-East York","Land Size
20.01 x 90.5 FT","Annual Property Taxes
$4,090"
C5911953,"$1,190,000","37 NORTHEY DR
Toronto, Ontario M2L2S8","Above Grade
3","Below Grade
2","Total
3","Community Name
St. Andrew-Windfields","Land Size
29.93 x 149.47 FT","Annual Property Taxes
$5,080.75"
C5911599,"$16,880,000","61 THE BRIDLE PATH
Toronto, Ontario M3B2B2","Above Grade
3","Below Grade
3","Total
10","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
280.88 x 305.5 FT|2 - 4.99 acres","Annual Property Taxes
$55,736.49"
C5911573,"$23,800,000","11 HIGH POINT RD
Toronto, Ontario M3B2A3","Above Grade
9","Below Grade
4","Total
14","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
283.92 x 367.57 FT ; As Per Survey|2 - 4.99 acres","Annual Property Taxes
$68,311.96"
W5911375,"$2,250,000","478B VALERMO DR
Toronto, Ontario M8W2M7","Above Grade
3",,"Total
4","Community Name
Alderwood","Land Size
25 x 107 FT","Annual Property Taxes
$5,775"
E5911499,"$1,975,000","57 MARTINDALE RD
Toronto, Ontario M1M2B9","Above Grade
4",,"Total
4","Community Name
Cliffcrest","Land Size
52 x 150 FT","Annual Property Taxes
$6,104.47"
E5911477,"$1,499,000","9 BRAMBER DR
Toronto, Ontario M1C1N3","Above Grade
3","Below Grade
1","Total
3","Community Name
Highland Creek","Land Size
67.45 x 212 FT","Annual Property Taxes
$4,651"
E5911483,"$1,299,000","67 KELSONIA AVE
Toronto, Ontario M1M1B2","Above Grade
2","Below Grade
1","Total
1","Community Name
Cliffcrest","Land Size
50 x 125 FT","Annual Property Taxes
$5,388"
E5911433,"$1,888,000","14 WESTBROOK AVE
Toronto, Ontario M4C2G2","Above Grade
3","Below Grade
1","Total
4","Community Name
East York","Land Size
25 x 100.13 FT","Annual Property Taxes
$3,652.57"
C5911415,"$2,999,999","20 AVERDON CRES
Toronto, Ontario M3A1P5","Above Grade
4","Below Grade
1","Total
5","Community Name
Parkwoods-Donalda","Land Size
60 x 110.21 FT","Annual Property Taxes
$4,541.59"
W5910819,"$999,000","22 BRUBECK RD
Toronto, Ontario M9M1W7","Above Grade
3","Below Grade
1","Total
2","Community Name
Humbermede","Land Size
30.15 x 120 FT","Annual Property Taxes
$2,816.70"
E5910809,"$978,900","59 BINSWOOD AVE
Toronto, Ontario M4C3N8","Above Grade
2","Below Grade
1","Total
2","Community Name
East York","Land Size
36 x 95.7 FT","Annual Property Taxes
$3,538.82"
E5899627,"$849,900","54 HOMESTEAD RD
Toronto, Ontario M1E3R9","Above Grade
2","Below Grade
1","Total
2","Community Name
West Hill","Land Size
50.08 x 149.5 FT","Annual Property Taxes
$2,793.14"
C5911177,"$4,488,000","260 JOHNSTON AVE
Toronto, Ontario M2N1H6","Above Grade
4","Below Grade
1","Total
6","Community Name
Lansing-Westgate","Land Size
50 x 130 FT","Annual Property Taxes
$11,158.68"
C5911041,"$1,499,000","213 BROADWAY AVE
Toronto, Ontario M4P1W1","Above Grade
2","Below Grade
1","Total
2","Community Name
Mount Pleasant East","Land Size
25 x 95 FT","Annual Property Taxes
$4,910.12"
C5910949,"$1,495,000","21 LATIMER AVE
Toronto, Ontario M5N2M1","Above Grade
2","Below Grade
2","Total
2","Community Name
Lawrence Park South","Land Size
25 x 110 FT","Annual Property Taxes
$5,377.75"
W5910685,"$2,600,000","91 HUMBERCREST BLVD
Toronto, Ontario M6S4L2","Above Grade
4",,"Total
3","Community Name
Lambton Baby Point","Land Size
42 x 173 FT","Annual Property Taxes
$8,903.93"
W5910611,"$888,888","65 PEARLDALE AVE
Toronto, Ontario M9L2H2","Above Grade
4",,"Total
3","Community Name
Humber Summit","Land Size
32 x 140.26 FT","Annual Property Taxes
$2,919.53"
W5910517,"$1,559,000","1545 ISLINGTON AVE
Toronto, Ontario M9A3M3","Above Grade
3",,"Total
3","Community Name
Edenbridge-Humber Valley","Land Size
70.68 x 120.03 FT ; 95.13 Ft X 70.68 Ft X 120.03 Ft X 74.94","Annual Property Taxes
$5,763.22"
E5910673,"$1,350,000","374 O'CONNOR DR
Toronto, Ontario M4J2V7","Above Grade
6","Below Grade
2","Total
2","Community Name
O'Connor-Parkview","Land Size
30.04 x 100.14 FT","Annual Property Taxes
$3,715.20"
E5910613,"$1,749,000","2345 QUEEN ST E
Toronto, Ontario M4E1H2","Above Grade
2",,"Total
2","Community Name
The Beaches","Land Size
26.1 x 138 FT","Annual Property Taxes
$18,607.78"
E5910447,"$1,450,000","31 STATESMAN SQ
Toronto, Ontario M1S4H7","Above Grade
4","Below Grade
1","Total
4","Community Name
Agincourt North","Land Size
45.13 x 113.33 FT","Annual Property Taxes
$4,688.95"
C5910741,"$4,788,000","73 HEATHVIEW AVE
Toronto, Ontario M2K2C3","Above Grade
4","Below Grade
1","Total
8","Community Name
Bayview Village","Land Size
50 x 120 FT","Annual Property Taxes
$15,228.60"
C5910561,"$8,380,000","148 HIGHLAND CRES
Toronto, Ontario M2L1H3","Above Grade
5","Below Grade
1","Total
7","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
80 x 145 FT","Annual Property Taxes
$27,179.44"
W5910221,"$2,277,000","32 ANGLESEY BLVD
Toronto, Ontario M9A3B5","Above Grade
3",,"Total
3","Community Name
Edenbridge-Humber Valley","Land Size
70.07 x 202 FT ; 70.07 X 202.71W X 39.5 R X 185.20 E","Annual Property Taxes
$7,102.92"
