mls_number,price,address,above_grade_bedrooms,below_grade_bedrooms,bathrooms,community_name,land_size,annual_prop_tax
C5878040,"$1,599,900","36 SILVERTON AVE
Toronto, Ontario M3H3E6","Above Grade
3","Below Grade
2","Total
3","Community Name
Clanton Park","Land Size
55 x 114.5 FT","Annual Property Taxes
$8,031.80"
C5878146,"$1,798,000","25 VALENTINE DR
Toronto, Ontario M3A3J7","Above Grade
3","Below Grade
1","Total
2","Community Name
Parkwoods-Donalda","Land Size
50 x 121 FT ; As Per Registered Deed","Annual Property Taxes
$6,875.44"
W5878112,"$1,668,000","55 MUIR AVE
Toronto, Ontario M9L1H5","Above Grade
4","Below Grade
1","Total
6","Community Name
Humber Summit","Land Size
37.5 x 92.95 FT","Annual Property Taxes
$2,535"
W5878175,"$2,999,000","246 EDENBRIDGE DR
Toronto, Ontario M9A3H3","Above Grade
4",,"Total
5","Community Name
Edenbridge-Humber Valley","Land Size
60 x 117.5 FT","Annual Property Taxes
$12,444.51"
C5878395,"$1,980,000","59 HOMEWOOD AVE
Toronto, Ontario M4Y2K1","Above Grade
6","Below Grade
2","Total
3","Community Name
Cabbagetown-South St. James Town","Land Size
20.5 x 140 FT ; T/W Ca684368;S/T Interest In Ca684368;","Annual Property Taxes
$6,496.27"
40368681,"$2,999,000","246 EDENBRIDGE Drive
Toronto, Ontario M9A3H3","Above Grade
4",,"Total
5",,"Land Size
under 1/2 acre",
C5878662,"$3,300,000","166 CUMMER AVE
Toronto, Ontario M2M2E7","Above Grade
4",,"Total
4","Community Name
Newtonbrook East","Land Size
63 x 107 FT","Annual Property Taxes
$0"
C5878791,"$2,829,900","49 BAINBRIDGE AVE
Toronto, Ontario M3H2K1","Above Grade
6","Below Grade
2","Total
6","Community Name
Clanton Park","Land Size
54.06 x 119 FT","Annual Property Taxes
$10,945"
E5879143,"$999,000","168 WINTER GARDENS TR
Toronto, Ontario M1C3N2","Above Grade
3","Below Grade
1","Total
3","Community Name
Rouge E10","Land Size
31.36 x 109.48 FT","Annual Property Taxes
$3,627.30"
C5879348,"$5,990,000","121 FOREST HEIGHTS BLVD
Toronto, Ontario M2L2K7","Above Grade
4","Below Grade
2","Total
6","Community Name
St. Andrew-Windfields","Land Size
79.75 x 285.21 FT ; Irregular","Annual Property Taxes
$20,025.96"
C5879465,"$1,750,000","39 GLADSTONE AVE
Toronto, Ontario M6J3K7","Above Grade
8",,"Total
8","Community Name
Little Portugal","Land Size
23.08 x 122 FT","Annual Property Taxes
$2,940.55"
C5879607,"$6,988,000","24 LAUDERDALE DR
Toronto, Ontario M2L2A9","Above Grade
5","Below Grade
2","Total
7","Community Name
St. Andrew-Windfields","Land Size
95 x 176.53 FT","Annual Property Taxes
$21,299"
C5879694,"$2,649,000","1566 MOUNT PLEASANT RD
Toronto, Ontario M4N2V3","Above Grade
3",,"Total
4","Community Name
Lawrence Park North","Land Size
39.5 x 50 FT","Annual Property Taxes
$7,930.95"
C5879793,"$1,699,000","262 HILLSDALE AVE E
Toronto, Ontario M4S1T6","Above Grade
3","Below Grade
1","Total
2","Community Name
Mount Pleasant West","Land Size
25 x 124 FT","Annual Property Taxes
$7,033.42"
W5879784,"$2,949,000","123 ANTHONY RD
Toronto, Ontario M3K1B7","Above Grade
4","Below Grade
2","Total
5","Community Name
Downsview-Roding-CFB","Land Size
50 x 120 FT","Annual Property Taxes
$9,257.80"
W5879877,"$1,329,000","47 NORVAL ST
Toronto, Ontario M6N3Z1","Above Grade
3",,"Total
3","Community Name
Rockcliffe-Smythe","Land Size
22.5 x 94.5 FT","Annual Property Taxes
$3,494.59"
40369076,"$1,499,999","92 LAKE SHORE Drive
Etobicoke, Ontario M8V2A2","Above Grade
4",,"Total
3",,"Land Size
under 1/2 acre",
C5880139,"$3,188,000","111 ALFRED AVE
Toronto, Ontario M2N3H8","Above Grade
4","Below Grade
1","Total
5","Community Name
Willowdale East","Land Size
40 x 120 FT ; Southern Lot! A Close Walk To Yonge St!","Annual Property Taxes
$12,428"
C5880166,"$4,295,000","476 DELORAINE AVE
Toronto, Ontario M5M2B8","Above Grade
4","Below Grade
1","Total
5","Community Name
Bedford Park-Nortown","Land Size
40 x 110.66 FT","Annual Property Taxes
$13,466.49"
W5880136,"$1,499,999","92 LAKE SHORE DR
Toronto, Ontario M8V2A2","Above Grade
4",,"Total
3","Community Name
New Toronto","Land Size
27.37 x 128.24 FT","Annual Property Taxes
$4,499.36"
E5880290,"$1,789,000","227 WESTLAKE AVE
Toronto, Ontario M4C4T1","Above Grade
4","Below Grade
1","Total
4","Community Name
Woodbine-Lumsden","Land Size
25 x 100 FT","Annual Property Taxes
$3,268.42"
C5880363,"$1,848,000","152 UPPER CANADA DR
Toronto, Ontario M2P1S8","Above Grade
3","Below Grade
1","Total
2","Community Name
St. Andrew-Windfields","Land Size
50 x 160 FT","Annual Property Taxes
$6,611.98"
E5880777,"$1,395,000","83 TIVERTON AVE
Toronto, Ontario M4M2M1","Above Grade
2","Below Grade
1","Total
2","Community Name
South Riverdale","Land Size
15 x 100 FT","Annual Property Taxes
$4,644.71"
W5880746,"$1,299,000","16 SHOCKLEY DR
Toronto, Ontario M9V4X5","Above Grade
4",,"Total
4","Community Name
Mount Olive-Silverstone-Jamestown","Land Size
38.68 x 106.94 FT ; Irreg, Pie Shaped","Annual Property Taxes
$4,347.86"
W5880931,"$1,438,000","80 SIXTH ST
Toronto, Ontario M8V3A3","Above Grade
3",,"Total
3","Community Name
New Toronto","Land Size
25 x 123 FT","Annual Property Taxes
$3,855.49"
E5881186,"$1,875,000","245 COXWELL AVE
Toronto, Ontario M4L3B4","Above Grade
4",,"Total
3","Community Name
Greenwood-Coxwell","Land Size
30 x 110 FT","Annual Property Taxes
$14,000"
W5881126,"$999,000","34 FALLINGDALE CRES
Toronto, Ontario M3J1C5","Above Grade
4","Below Grade
2","Total
3","Community Name
York University Heights","Land Size
32.1 x 111.17 FT","Annual Property Taxes
$3,469.22"
C5881339,"$2,288,000","19 BROOKWOOD CRT
Toronto, Ontario M3C1C1","Above Grade
3","Below Grade
2","Total
2","Community Name
Banbury-Don Mills","Land Size
64.16 x 122.39 FT","Annual Property Taxes
$6,439.40"
C5881381,"$5,588,000","135 ADMIRAL RD
Toronto, Ontario M5R2L7","Above Grade
4","Below Grade
1","Total
4","Community Name
Annex","Land Size
39 x 118 FT","Annual Property Taxes
$18,022.73"
E5881351,"$1,399,000","25 BELLAMY RD S
Toronto, Ontario M1M3N9",,,"Total
0","Community Name
Cliffcrest","Land Size
70 x 200 FT","Annual Property Taxes
$2,731"
E5881357,"$1,990,000","42 HUNTINGWOOD DR
Toronto, Ontario M1W1A3","Above Grade
3","Below Grade
1","Total
3","Community Name
L'Amoreaux","Land Size
85.75 x 122.35 FT","Annual Property Taxes
$6,395.17"
E5881477,"$1,999,900","1 ADIRONDACK GATE
Toronto, Ontario M1T3E6","Above Grade
4","Below Grade
2","Total
5","Community Name
L'Amoreaux","Land Size
60 x 125 FT","Annual Property Taxes
$7,307.72"
W5881630,"$1,529,900","508 CONCORD AVE
Toronto, Ontario M6H2P8","Above Grade
6","Below Grade
1","Total
3","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
20.01 x 126.5 FT","Annual Property Taxes
$6,070"
W5881766,"$1,324,999","57 POYNTER DR
Toronto, Ontario M9R1L3","Above Grade
3",,"Total
2","Community Name
Kingsview Village-The Westway","Land Size
46 x 130 FT","Annual Property Taxes
$4,164.44"
C5882080,"$3,299,990","64 CARONPORT CRES
Toronto, Ontario M3A1H1","Above Grade
5","Below Grade
1","Total
5","Community Name
Parkwoods-Donalda","Land Size
65 x 111 FT ; Irregular","Annual Property Taxes
$7,200"
W5882044,"$1,289,000","29 BRAYWIN DR
Toronto, Ontario M9P2N9","Above Grade
3",,"Total
2","Community Name
Kingsview Village-The Westway","Land Size
52 x 125 FT","Annual Property Taxes
$4,189"
E5882355,"$1,899,900","99 KNOX AVE
Toronto, Ontario M4L2P1",,,"Total
0","Community Name
Greenwood-Coxwell","Land Size
36 x 114 FT","Annual Property Taxes
$5,946.49"
E5882688,"$974,900","3125 ST CLAIR AVE E
Toronto, Ontario M1L1V1","Above Grade
3","Below Grade
1","Total
2","Community Name
Clairlea-Birchmount","Land Size
30 x 93 FT","Annual Property Taxes
$3,500"
W5882772,"$1,558,000","89 PELMO CRES
Toronto, Ontario M9N2X9","Above Grade
4",,"Total
4","Community Name
Humberlea-Pelmo Park W4","Land Size
80 x 151 FT ; *** Irregular Lot***","Annual Property Taxes
$5,220"
W5882800,"$1,689,000","80 GRACEFIELD AVE
Toronto, Ontario M6L1L1","Above Grade
4","Below Grade
1","Total
4","Community Name
Maple Leaf","Land Size
50 x 434 FT ; Deep Ravine","Annual Property Taxes
$5,600"
E5882930,"$1,579,000","46 PAPE AVE
Toronto, Ontario M4M2V6","Above Grade
3",,"Total
1","Community Name
South Riverdale","Land Size
30 x 120 FT","Annual Property Taxes
$5,706.36"
C5883128,"$1,389,000","33 FISHERVILLE RD
Toronto, Ontario M2R3B8","Above Grade
4","Below Grade
2","Total
6","Community Name
Westminster-Branson","Land Size
36.43 x 139.93 FT","Annual Property Taxes
$3,850"
C5883173,"$1,829,999","51 APPIAN DR
Toronto, Ontario M2J2P8","Above Grade
4",,"Total
2","Community Name
Bayview Village","Land Size
61.3 x 133 FT","Annual Property Taxes
$7,621.11"
C5883406,"$11,350,000","185 DAWLISH AVE
Toronto, Ontario M4N1H6","Above Grade
5","Below Grade
1","Total
8","Community Name
Lawrence Park South","Land Size
50 x 169 FT ; South Facing Lot With A Salt Water Pool","Annual Property Taxes
$27,861.92"
W5883392,"$828,000","80 RUTHMAR CRES
Toronto, Ontario M3N2C5","Above Grade
3",,"Total
2","Community Name
Black Creek","Land Size
21.58 x 126.96 FT ; Irreg. S.118.29Ft Back 47.3 Ft Across","Annual Property Taxes
$2,761.55"
C5883569,"$1,349,900","4061 DUFFERIN ST
Toronto, Ontario M3H5R7","Above Grade
2","Below Grade
1","Total
2","Community Name
Bathurst Manor","Land Size
115.98 x 68.95 FT ; North: 53.48 Feet East:114.99 Feet","Annual Property Taxes
$4,530.90"
W5883705,"$1,798,000","72 RENFIELD ST
Toronto, Ontario M6M4V7","Above Grade
3","Below Grade
1","Total
5","Community Name
Brookhaven-Amesbury","Land Size
25 x 125.66 FT","Annual Property Taxes
$6,573"
C5883865,"$5,295,000","70 DUNBLAINE AVE
Toronto, Ontario M5M2S1","Above Grade
4","Below Grade
1","Total
6","Community Name
Bedford Park-Nortown","Land Size
40 x 130 FT","Annual Property Taxes
$0"
C5883991,"$1,795,000","547 DOUGLAS AVE
Toronto, Ontario M5M1H7","Above Grade
3","Below Grade
2","Total
3","Community Name
Bedford Park-Nortown","Land Size
50 x 106 FT","Annual Property Taxes
$7,317.76"
E5884067,"$1,299,990","52 SHARBOT AVE
Toronto, Ontario M1H1Z1","Above Grade
3","Below Grade
3","Total
2","Community Name
Woburn","Land Size
50.02 x 100.09 FT","Annual Property Taxes
$3,591.60"
W5884021,"$1,299,000","7 OLD BURNHAMTHORPE RD
Toronto, Ontario M9C3J3","Above Grade
3","Below Grade
2","Total
2","Community Name
Eringate-Centennial-West Deane","Land Size
65 x 124.89 FT","Annual Property Taxes
$4,448.81"
W5884032,"$1,849,000","44 PARKDALE RD
Toronto, Ontario M6R1E2","Above Grade
4","Below Grade
1","Total
3","Community Name
High Park-Swansea","Land Size
25 x 88.58 FT","Annual Property Taxes
$6,256.13"
C5884362,"$5,499,000","373 GLENGROVE AVE W
Toronto, Ontario M5N1W4","Above Grade
5","Below Grade
1","Total
5","Community Name
Lawrence Park South","Land Size
50 x 175 FT","Annual Property Taxes
$17,586.70"
C5884513,"$3,360,000","36 BANNATYNE DR
Toronto, Ontario M2L2N9","Above Grade
4",,"Total
3","Community Name
St. Andrew-Windfields","Land Size
63.8 x 270 FT ; 262.76Ft X 96.97Ft X 270.53Ft X 63.89Ft","Annual Property Taxes
$9,128.54"
W5884396,"$999,000","64 PELMO CRES
Toronto, Ontario M9N2X5","Above Grade
3",,"Total
2","Community Name
Humberlea-Pelmo Park W4","Land Size
51 x 125 FT","Annual Property Taxes
$2,850.01"
C5884628,"$2,839,888","42 TERRACE AVE
Toronto, Ontario M2R1E9","Above Grade
4","Below Grade
1","Total
5","Community Name
Willowdale West","Land Size
36.03 x 125 FT","Annual Property Taxes
$0"
E5884702,"$1,975,000","202 WAVERLEY RD W
Toronto, Ontario M4L3T3","Above Grade
4",,"Total
3","Community Name
The Beaches","Land Size
19.08 x 140 FT","Annual Property Taxes
$6,395.17"
40371398,"$2,399,000","40 ELLERBECK Street
Toronto, Ontario M4K2V1","Above Grade
3",,"Total
3",,"Land Size
under 1/2 acre",
C5884814,"$7,995,000","77 ELM AVE
Toronto, Ontario M4W1N9","Above Grade
7","Below Grade
2","Total
7","Community Name
Rosedale-Moore Park","Land Size
90 x 150 FT ; 90.97X150.24X22.96X47.22 X102.7X67.6 Irr","Annual Property Taxes
$21,864.80"
E5884828,"$1,749,000","32 GLENBURN AVE
Toronto, Ontario M4B1N8","Above Grade
4",,"Total
4","Community Name
O'Connor-Parkview","Land Size
25 x 103 FT","Annual Property Taxes
$3,639.93"
C5884362,"$5,499,000","373 GLENGROVE AVE W
Toronto, Ontario M5N1W4","Above Grade
5","Below Grade
1","Total
5","Community Name
Lawrence Park South","Land Size
50 x 175 FT","Annual Property Taxes
$17,586.70"
C5884513,"$3,360,000","36 BANNATYNE DR
Toronto, Ontario M2L2N9","Above Grade
4",,"Total
3","Community Name
St. Andrew-Windfields","Land Size
63.8 x 270 FT ; 262.76Ft X 96.97Ft X 270.53Ft X 63.89Ft","Annual Property Taxes
$9,128.54"
W5884396,"$999,000","64 PELMO CRES
Toronto, Ontario M9N2X5","Above Grade
3",,"Total
2","Community Name
Humberlea-Pelmo Park W4","Land Size
51 x 125 FT","Annual Property Taxes
$2,850.01"
C5884628,"$2,839,888","42 TERRACE AVE
Toronto, Ontario M2R1E9","Above Grade
4","Below Grade
1","Total
5","Community Name
Willowdale West","Land Size
36.03 x 125 FT","Annual Property Taxes
$0"
E5884702,"$1,975,000","202 WAVERLEY RD W
Toronto, Ontario M4L3T3","Above Grade
4",,"Total
3","Community Name
The Beaches","Land Size
19.08 x 140 FT","Annual Property Taxes
$6,395.17"
40371398,"$2,399,000","40 ELLERBECK Street
Toronto, Ontario M4K2V1","Above Grade
3",,"Total
3",,"Land Size
under 1/2 acre",
C5884814,"$7,995,000","77 ELM AVE
Toronto, Ontario M4W1N9","Above Grade
7","Below Grade
2","Total
7","Community Name
Rosedale-Moore Park","Land Size
90 x 150 FT ; 90.97X150.24X22.96X47.22 X102.7X67.6 Irr","Annual Property Taxes
$21,864.80"
E5884828,"$1,749,000","32 GLENBURN AVE
Toronto, Ontario M4B1N8","Above Grade
4",,"Total
4","Community Name
O'Connor-Parkview","Land Size
25 x 103 FT","Annual Property Taxes
$3,639.93"
E5884910,"$1,299,888","53 AMBERJACK BLVD
Toronto, Ontario M1H2J4","Above Grade
3","Below Grade
1","Total
2","Community Name
Woburn","Land Size
50 x 110 FT","Annual Property Taxes
$3,987.51"
W5884841,"$799,000","19 LAMBTON AVE
Toronto, Ontario M6N2S2","Above Grade
4",,"Total
4","Community Name
Rockcliffe-Smythe","Land Size
25 x 110 FT","Annual Property Taxes
$2,369.62"
W5884955,"$1,425,000","1 WARLINGHAM CRT
Toronto, Ontario M9C3K2","Above Grade
3","Below Grade
2","Total
2","Community Name
Etobicoke West Mall","Land Size
60 x 130.29 FT","Annual Property Taxes
$5,080.74"
C5885051,"$1,699,900","27 WESTGATE BLVD
Toronto, Ontario M3H1N8","Above Grade
3",,"Total
2","Community Name
Lansing-Westgate","Land Size
47.29 x 166 FT","Annual Property Taxes
$7,065"
E5885016,"$2,650,000","46 VIRGINIA AVE
Toronto, Ontario M4C2S7","Above Grade
4","Below Grade
1","Total
5","Community Name
Danforth Village-East York","Land Size
32.54 x 105.18 FT","Annual Property Taxes
$10,066.70"
W5885279,"$1,249,000","102 THIRTEENTH ST
Toronto, Ontario M8V3H6","Above Grade
3","Below Grade
1","Total
2","Community Name
New Toronto","Land Size
38 x 110 FT","Annual Property Taxes
$4,183.39"
C5885382,"$1,050,000","81 REGATTA CRES
Toronto, Ontario M2R2X7","Above Grade
4","Below Grade
2","Total
3","Community Name
Newtonbrook West","Land Size
26.6 x 102 FT","Annual Property Taxes
$3,829.52"
E5885485,"$1,749,999","1347 WOODBINE AVE
Toronto, Ontario M4C4G3","Above Grade
3",,"Total
4","Community Name
Woodbine-Lumsden","Land Size
17.49 x 100 FT","Annual Property Taxes
$2,559.33"
W5885424,"$879,000","16 CHURCH ST
Toronto, Ontario M9N1M3","Above Grade
4","Below Grade
1","Total
2","Community Name
Weston","Land Size
30 x 125 FT","Annual Property Taxes
$2,868.98"
W5885477,"$1,150,000","40 DUNDEE DR
Toronto, Ontario M3J1H6","Above Grade
3","Below Grade
1","Total
2","Community Name
York University Heights","Land Size
43 x 103.03 FT ; Large Pie Shaped Lot - Back - 76 Ft Wide","Annual Property Taxes
$4,019.09"
C5885690,"$3,790,000","140 CARIBOU RD
Toronto, Ontario M5N2B3","Above Grade
5","Below Grade
2","Total
6","Community Name
Bedford Park-Nortown","Land Size
50 x 117 FT","Annual Property Taxes
$14,161.62"
W5885760,"$1,498,000","609 QUEENS DR
Toronto, Ontario M6L1N2","Above Grade
3","Below Grade
2","Total
2","Community Name
Maple Leaf","Land Size
61.6 x 99.31 FT","Annual Property Taxes
$4,966.99"
C5885868,"$1,998,000","61 NORTHWOOD DR
Toronto, Ontario M2M2J9","Above Grade
3",,"Total
2","Community Name
Newtonbrook East","Land Size
50.08 x 217 FT","Annual Property Taxes
$7,305.14"
C5885999,"$3,288,888","14 LYNDALE DR
Toronto, Ontario M2N2Y1","Above Grade
3","Below Grade
1","Total
5","Community Name
Willowdale East","Land Size
42 x 120 FT","Annual Property Taxes
$10,445.85"
C5886102,"$8,988,000","75 FOREST HEIGHTS BLVD
Toronto, Ontario M2L2K7","Above Grade
5","Below Grade
1","Total
12","Community Name
St. Andrew-Windfields","Land Size
126.05 x 133.79 FT ; 157.19Ft X 21.81Ft X 119.17Ft X 131.8Ft","Annual Property Taxes
$30,327"
E5886165,"$2,995,000","83 BOARDWALK DR
Toronto, Ontario M4L3X9","Above Grade
3","Below Grade
1","Total
4","Community Name
The Beaches","Land Size
25.04 x 105.22 FT","Annual Property Taxes
$10,003.50"
W5885973,"$2,280,000","46 WATSON AVE
Toronto, Ontario M6S4E1","Above Grade
4",,"Total
3","Community Name
Runnymede-Bloor West Village","Land Size
23 x 133 FT","Annual Property Taxes
$7,804.30"
C5886204,"$6,395,000","6 MILLBANK AVE
Toronto, Ontario M5P1S3","Above Grade
4",,"Total
5","Community Name
Forest Hill South","Land Size
49 x 95.91 FT ; Irregular 112' Approx.","Annual Property Taxes
$18,168.08"
C5886360,"$1,550,000","30 EDINBURGH DR
Toronto, Ontario M3H1B4","Above Grade
3",,"Total
1","Community Name
Lansing-Westgate","Land Size
40 x 130 FT","Annual Property Taxes
$6,894.39"
W5886467,"$899,000","49 LEILA JACKSON TERR
Toronto, Ontario M3L0B2","Above Grade
4",,"Total
3","Community Name
Downsview-Roding-CFB","Land Size
27.89 x 98.43 FT","Annual Property Taxes
$4,080"
C5886498,"$3,488,000","157 PARKVIEW AVE
Toronto, Ontario M2N3Y6","Above Grade
4",,"Total
5","Community Name
Willowdale East","Land Size
30 x 122 FT","Annual Property Taxes
$6,873"
C5886602,"$3,799,000","103 PATRICIA AVE
Toronto, Ontario M2M1J3","Above Grade
4","Below Grade
1","Total
7","Community Name
Newtonbrook West","Land Size
50.06 x 132.06 FT","Annual Property Taxes
$0"
W5886516,"$1,029,900","5 RAMSDEN RD
Toronto, Ontario M6E2N1","Above Grade
3","Below Grade
2","Total
2","Community Name
Briar Hill-Belgravia","Land Size
25 x 125 FT","Annual Property Taxes
$3,262.81"
C5886725,"$1,888,000","81 MAXOME AVE
Toronto, Ontario M2M3K2","Above Grade
3",,"Total
2","Community Name
Newtonbrook East","Land Size
50 x 145 FT","Annual Property Taxes
$6,534.19"
C5886751,"$4,680,000","19 FOREST GLEN CRES
Toronto, Ontario M4N2E7","Above Grade
3","Below Grade
1","Total
3","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
75.39 x 89.71 FT ; As Per Survey","Annual Property Taxes
$16,063.74"
W5886700,"$1,699,000","339A WINDERMERE AVE
Toronto, Ontario M6S3L1","Above Grade
3",,"Total
3","Community Name
High Park-Swansea","Land Size
26.42 x 91.83 FT","Annual Property Taxes
$5,664.09"
W5886771,"$1,590,000","7 ELSFIELD RD
Toronto, Ontario M8Y3R3","Above Grade
2",,"Total
2","Community Name
Stonegate-Queensway","Land Size
30 x 140 FT ; Bloor St At Your Doorstep!!","Annual Property Taxes
$5,801.15"
C5886847,"$3,250,000","697 CRAWFORD ST
Toronto, Ontario M6G3K1","Above Grade
5","Below Grade
2","Total
5","Community Name
Palmerston-Little Italy","Land Size
25 x 116 FT","Annual Property Taxes
$10,401.62"
W5886931,"$1,149,000","43 CALEDONIA RD
Toronto, Ontario M6E4S3","Above Grade
3","Below Grade
1","Total
3","Community Name
Corso Italia-Davenport","Land Size
18 x 132 FT","Annual Property Taxes
$3,589.38"
W5886977,"$3,100,000","195 SORAUREN AVE
Toronto, Ontario M6R2E7","Above Grade
7",,"Total
4","Community Name
Roncesvalles","Land Size
20 x 128 FT","Annual Property Taxes
$8,701.72"
E5887239,"$1,999,900","78 LAUREL AVE
Toronto, Ontario M1K3J6","Above Grade
4",,"Total
5","Community Name
Kennedy Park","Land Size
34 x 104 FT","Annual Property Taxes
$0"
C5887407,"$4,780,000","35 BERKINDALE DR
Toronto, Ontario M2L1Z7","Above Grade
5","Below Grade
2","Total
6","Community Name
St. Andrew-Windfields","Land Size
75.6 x 151.2 FT","Annual Property Taxes
$17,422.39"
E5887687,"$1,918,000","433 GUILDWOOD PKWY
Toronto, Ontario M1E1R3","Above Grade
5",,"Total
5","Community Name
Guildwood","Land Size
50 x 405.24 FT ; Irregular As Per Mpac","Annual Property Taxes
$6,793.28"
C5887943,"$6,888,000","288 DAWLISH AVE
Toronto, Ontario M4N1J5","Above Grade
4","Below Grade
1","Total
7","Community Name
Lawrence Park South","Land Size
50 x 150 FT","Annual Property Taxes
$27,716.56"
C5888147,"$5,195,000","388 CORTLEIGH BLVD
Toronto, Ontario M5N1R5","Above Grade
5","Below Grade
2","Total
7","Community Name
Bedford Park-Nortown","Land Size
50 x 134 FT","Annual Property Taxes
$20,013.32"
C5888291,"$3,250,000","113 INGLEWOOD DR
Toronto, Ontario M4T1H6","Above Grade
3","Below Grade
1","Total
4","Community Name
Rosedale-Moore Park","Land Size
35 x 146 FT ; Irregular - Please See Survey","Annual Property Taxes
$12,859.80"
E5888339,"$990,000","30 LOUVAIN AVE
Toronto, Ontario M4M1N9","Above Grade
2",,"Total
1","Community Name
South Riverdale","Land Size
17.49 x 113.43 FT","Annual Property Taxes
$3,899.03"
W5888239,"$1,499,000","605 INDIAN RD
Toronto, Ontario M6P2C4","Above Grade
5",,"Total
3","Community Name
High Park North","Land Size
25.92 x 92 FT","Annual Property Taxes
$6,477.31"
C5888623,"$4,000,000","52 GRANTBROOK ST
Toronto, Ontario M2R2E9","Above Grade
4","Below Grade
2","Total
6","Community Name
Newtonbrook West","Land Size
61.32 x 120 FT","Annual Property Taxes
$14,464"
C5888905,"$4,188,000","119 STIBBARD AVE
Toronto, Ontario M4P2B9","Above Grade
4","Below Grade
1","Total
5","Community Name
Mount Pleasant East","Land Size
30 x 150 FT","Annual Property Taxes
$12,788.50"
W5889117,"$1,374,888","24 RENSHAW ST
Toronto, Ontario M3M2C8","Above Grade
3","Below Grade
2","Total
3","Community Name
Downsview-Roding-CFB","Land Size
50 x 120 FT","Annual Property Taxes
$3,727.18"
W5889231,"$3,498,000","61 DANE AVE
Toronto, Ontario M6A1G4","Above Grade
5","Below Grade
4","Total
6","Community Name
Yorkdale-Glen Park","Land Size
60 x 125 FT","Annual Property Taxes
$12,581.79"
W5889395,"$1,369,900","126 SPRINGHURST AVE
Toronto, Ontario M6K1C1","Above Grade
4",,"Total
2","Community Name
South Parkdale","Land Size
18.75 x 143.54 FT","Annual Property Taxes
$5,358.79"
E5889545,"$1,588,000","62 NORTH BONNINGTON AVE W
Toronto, Ontario M1K1X2","Above Grade
4","Below Grade
2","Total
6","Community Name
Clairlea-Birchmount","Land Size
40 x 142.33 FT","Annual Property Taxes
$4,233.95"
W5889547,"$1,799,000","51 WESTLEIGH CRES
Toronto, Ontario M8W3Z6","Above Grade
4","Below Grade
1","Total
4","Community Name
Alderwood","Land Size
45 x 135 FT ; 45X135X31.5X135.","Annual Property Taxes
$7,065.01"
W5889713,"$1,349,000","7 MACLEOD ST
Toronto, Ontario M6L2M7","Above Grade
6",,"Total
2","Community Name
Maple Leaf","Land Size
40 x 139.85 FT","Annual Property Taxes
$3,974.86"
C5889931,"$1,668,000","59 CUMMER AVE
Toronto, Ontario M2M2E5","Above Grade
3","Below Grade
1","Total
2","Community Name
Newtonbrook East","Land Size
50 x 122.33 FT ; Fenced & Landscaped","Annual Property Taxes
$6,856.48"
W5890347,"$1,299,000","107 BROOKSIDE AVE
Toronto, Ontario M6S4G8","Above Grade
3",,"Total
3","Community Name
Runnymede-Bloor West Village","Land Size
25 x 117 FT","Annual Property Taxes
$4,992.27"
W5890567,"$877,000","416 ALBION RD N
Toronto, Ontario M9W3P6","Above Grade
2","Below Grade
2","Total
2","Community Name
Elms-Old Rexdale","Land Size
51.75 x 135.41 FT","Annual Property Taxes
$2,464.54"
C5891053,"$2,900,000","296 AVENUE RD
Toronto, Ontario M4V2H1","Above Grade
6","Below Grade
1","Total
4","Community Name
Casa Loma","Land Size
25 x 128 FT","Annual Property Taxes
$9,813"
E5890767,"$1,828,000","72 ADAIR RD
Toronto, Ontario M4B1V7","Above Grade
4",,"Total
4","Community Name
O'Connor-Parkview","Land Size
30 x 112 FT","Annual Property Taxes
$5,434.63"
E5891033,"$1,059,000","49 DONSIDE DR
Toronto, Ontario M1L1P6","Above Grade
2","Below Grade
1","Total
2","Community Name
Clairlea-Birchmount","Land Size
29 x 108.08 FT","Annual Property Taxes
$3,039.60"
W5891175,"$1,939,000","25A ROSELAND DR
Toronto, Ontario M8W1Y3","Above Grade
4",,"Total
5","Community Name
Alderwood","Land Size
25 x 107 FT","Annual Property Taxes
$0"
H4155400,"$1,369,900","126 Springhurst Avenue
Toronto, Ontario M6K1C1","Above Grade
4",,"Total
2",,"Land Size
18.75 x 143.54|under 1/2 acre","Annual Property Taxes
$5,358.79"
C5891485,"$27,000,000","467 RICHMOND ST E
Toronto, Ontario M5A1R1","Above Grade
4","Below Grade
1","Total
4","Community Name
Moss Park","Land Size
19.19 x 70.62 FT ; Irregular","Annual Property Taxes
$4,600"
E5891647,"$929,000","16 WHISPERING WILLOW PTWY
Toronto, Ontario M1B4A8","Above Grade
3","Below Grade
1","Total
4","Community Name
Malvern",,"Annual Property Taxes
$2,780"
E5891931,"$2,099,999","113 GOODERHAM DR
Toronto, Ontario M1R3G6","Above Grade
4","Below Grade
1","Total
4","Community Name
Wexford-Maryvale","Land Size
55.64 x 196.25 FT","Annual Property Taxes
$6,085.51"
E5892021,"$2,399,000","17 BROADMEAD AVE
Toronto, Ontario M1M1C3","Above Grade
3","Below Grade
1","Total
2","Community Name
Cliffcrest","Land Size
54 x 319 FT","Annual Property Taxes
$7,968.68"
